na1017
Ryan Hildebrandt Thesis Study Final
10/17/2019	09:20:07 AM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
NA	na1017	na1017	Practice	2	PRACTICE P, 1	2	Target PRACTICE 2 (1, cheese)	16	249566							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 1	2	Pair 1 PRACTICE (1, laugh)	20	250642							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 1	2	Pair 2 PRACTICE (1, water)	23	252324	Mismatch	/					Match	E	1682							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 3	4	Target PRACTICE 2 (3, stork)	18	255436							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 3	4	Pair 1 PRACTICE (3, drive)	22	256514							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 3	4	Pair 2 PRACTICE (3, burger)	25	258006	Mismatch	/					Match	E	1491							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 2	3	Target PRACTICE 2 (2, book)	17	261108							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 2	3	Pair 1 PRACTICE (2, evil)	21	262188							(any response)	NR	0							Primed							
NA	na1017	na1017	Practice	2	PRACTICE P, 2	3	Pair 2 PRACTICE (2, disaster)	24	263316	Match	z					Match	C	1128							Primed							
NA	na1017	na1017	Practice	2	PRACTICE S, 2	6	Target PRACTICE31 (2, shirt)	144	287138							(any response)	NR	0							Satiated							
NA	na1017	na1017	Practice	2	PRACTICE S, 2	6	Pair 1 PRACTICE 1 (2, golfer)	148	288216							(any response)	NR	0							Satiated							
NA	na1017	na1017	Practice	2	PRACTICE S, 2	6	Pair 2 PRACTICE 1 (2, moose)	151	289710	Mismatch	/					Match	E	1493							Satiated							
