pilota0912
Ryan Hildebrandt Thesis Study Final
09/12/2019	11:14:07 AM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE P, 3	4	Target PRACTICE 2 (3, stork)	18	335727							(any response)	NR	0							Primed							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE P, 3	4	Pair 1 PRACTICE (3, drive)	22	336807							(any response)	NR	0							Primed							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE P, 3	4	Pair 2 PRACTICE (3, burger)	25	339808							Match	NR	0							Primed							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 2	6	Target PRACTICE31 (2, shirt)	144	363643							(any response)	NR	0							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 2	6	Pair 1 PRACTICE 1 (2, golfer)	148	364721							(any response)	NR	0							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 2	6	Pair 2 PRACTICE 1 (2, moose)	151	367214	Match	z					Match	C	2487							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 1	5	Target PRACTICE31 (1, bulbs)	143	391040							(any response)	NR	0							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 1	5	Pair 1 PRACTICE 1 (1, cake)	147	392119							(any response)	NR	0							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 1	5	Pair 2 PRACTICE 1 (1, overjoyed)	150	394171	Match	z					Match	C	2047							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 3	7	Target PRACTICE31 (3, drag)	145	418003							(any response)	NR	0							Satiated							
PilotA	pilota0912	pilota0912	Practice	2	PRACTICE S, 3	7	Pair 1 PRACTICE 1 (3, attack)	149	419081							(any response)	NR	0							Satiated							
