pa0329
Ryan Hildebrandt Thesis Study
03/29/2019	01:50:55 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 5	38	Target POS.E.P.MM 4 (5, aroused)	640							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 5	38	Pair 1 POS.E.P.MM 3 (5, kick)	646							Mismatch	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 5	38	Pair 2 POS.E.P.MM 3 (5, hopeful)	651	Mismatch	/					Mismatch	C	5678							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 3	31	Target POS.E.P.M 2 (3, cheer)	609							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 3	31	Pair 1 POS.E.P.M 1 (3, hurt)	615							Match	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 3	31	Pair 2 POS.E.P.M 1 (3, alone)	620	Match	z					Match	C	5306							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 5	48	Target POS.E.S.MM 6 (5, devoted)	1022							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 5	48	Pair 1 POS.E.S.MM 5 (5, tamper)	1028							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 5	48	Pair 2 POS.E.S.MM 5 (5, fun)	1033	Mismatch	/					Mismatch	C	26485							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 5	33	Target POS.E.P.M 2 (5, freedom)	611							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 5	33	Pair 1 POS.E.P.M 1 (5, rude)	617							Match	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 5	33	Pair 2 POS.E.P.M 1 (5, mad)	622	Match	z					Match	C	5316							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 4	47	Target POS.E.S.MM 6 (4, happy)	1021							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 4	47	Pair 1 POS.E.S.MM 5 (4, annoy)	1027							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 4	47	Pair 2 POS.E.S.MM 5 (4, volcano)	1032	Match	z					Mismatch	E	26816							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 2	40	Target POS.E.S.M 5 (2, secure)	828							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 2	40	Pair 1 POS.E.S.M 4 (2, horror)	834							Mismatch	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 2	40	Pair 2 POS.E.S.M 4 (2, sad)	839	Match	z					Match	C	26385							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 3	36	Target POS.E.P.MM 4 (3, respect)	638							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 3	36	Pair 1 POS.E.P.MM 3 (3, fun)	644							Mismatch	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Mismatch, 3	36	Pair 2 POS.E.P.MM 3 (3, rotten)	649	Mismatch	/					Mismatch	C	5348							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 4	42	Target POS.E.S.M 5 (4, fun)	830							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 4	42	Pair 1 POS.E.S.M 4 (4, lust)	836							Mismatch	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 4	42	Pair 2 POS.E.S.M 4 (4, delight)	841							Match	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 3	46	Target POS.E.S.MM 6 (3, desire)	1020							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 3	46	Pair 1 POS.E.S.MM 5 (3, unhappy)	1026							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 3	46	Pair 2 POS.E.S.MM 5 (3, news)	1031	Mismatch	/					Mismatch	C	26820							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 1	44	Target POS.E.S.MM 6 (1, hopeful)	1018							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 1	44	Pair 1 POS.E.S.MM 5 (1, abuse)	1024							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 1	44	Pair 2 POS.E.S.MM 5 (1, beast)	1029	Match	z					Mismatch	E	26221							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 2	30	Target POS.E.P.M 2 (2, joy)	608							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 2	30	Pair 1 POS.E.P.M 1 (2, aroused)	614							Match	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Prime Match, 2	30	Pair 2 POS.E.P.M 1 (2, devoted)	619							Match	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 3	41	Target POS.E.S.M 5 (3, lust)	829							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 3	41	Pair 1 POS.E.S.M 4 (3, storm)	835							Mismatch	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 3	41	Pair 2 POS.E.S.M 4 (3, doctor)	840	Mismatch	/					Match	E	26692							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 2	45	Target POS.E.S.MM 6 (2, brave)	1019							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 2	45	Pair 1 POS.E.S.MM 5 (2, salute)	1025							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Mismatch, 2	45	Pair 2 POS.E.S.MM 5 (2, loyal)	1030	Match	z					Mismatch	E	26424							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 1	39	Target POS.E.S.M 5 (1, pride)	827							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 1	39	Pair 1 POS.E.S.M 4 (1, noisy)	833							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Label	6	Positive Emotion Label Satiation Match, 1	39	Pair 2 POS.E.S.M 4 (1, hotel)	838							Match	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Start Screen 3	7	Start Screen	8	Start Screen	153	Match	z					Match; Mismatch	C	174860														
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 2	60	Target POS.EL.S.M 6 (2, treat)	1268							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 2	60	Pair 1 POS.EL.S.M 5 (2, salute)	1274							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 2	60	Pair 2 POS.EL.S.M 5 (2, kick)	1279	Mismatch	/					Match	E	26868							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 4	67	Target POS.EL.S.MM 35 (4, puppy)	1461							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 4	67	Pair 1 POS.EL.S.MM 6 (4, doctor)	1467							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 4	67	Pair 2 POS.EL.S.MM 6 (4, gift)	1472	Match	z					Mismatch	E	26522							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 1	64	Target POS.EL.S.MM 35 (1, cute)	1458							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 1	64	Pair 1 POS.EL.S.MM 6 (1, danger)	1464							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 1	64	Pair 2 POS.EL.S.MM 6 (1, clumsy)	1469	Match	z					Mismatch	E	26659							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 2	50	Target POS.EL.P.M 3 (2, comfort)	1048							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 2	50	Pair 1 POS.EL.P.M 2 (2, tumor)	1054							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 2	50	Pair 2 POS.EL.P.M 2 (2, divorce)	1059	Match	z					Match	C	5627							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 3	51	Target POS.EL.P.M 3 (3, jewel)	1049							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 3	51	Pair 1 POS.EL.P.M 2 (3, tank)	1055							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 3	51	Pair 2 POS.EL.P.M 2 (3, tamper)	1060	Match	z					Match	C	6045							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 1	49	Target POS.EL.P.M 3 (1, success)	1047							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 1	49	Pair 1 POS.EL.P.M 2 (1, luxury)	1053							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 1	49	Pair 2 POS.EL.P.M 2 (1, circus)	1058							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 2	65	Target POS.EL.S.MM 35 (2, victory)	1459							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 2	65	Pair 1 POS.EL.S.MM 6 (2, circus)	1465							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 2	65	Pair 2 POS.EL.S.MM 6 (2, crisis)	1470							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 2	55	Target POS.EL.P.MM 5 (2, hug)	1077							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 2	55	Pair 1 POS.EL.P.MM 4 (2, hell)	1083							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 2	55	Pair 2 POS.EL.P.MM 4 (2, beast)	1088	Match	z					Mismatch	E	5435							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 3	56	Target POS.EL.P.MM 5 (3, bride)	1078							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 3	56	Pair 1 POS.EL.P.MM 4 (3, poison)	1084							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 3	56	Pair 2 POS.EL.P.MM 4 (3, noisy)	1089	Match	z					Mismatch	E	5627							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 3	61	Target POS.EL.S.M 6 (3, reward)	1269							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 3	61	Pair 1 POS.EL.S.M 5 (3, invest)	1275							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 3	61	Pair 2 POS.EL.S.M 5 (3, army)	1280							Match	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 1	54	Target POS.EL.P.MM 5 (1, wealthy)	1076							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 1	54	Pair 1 POS.EL.P.MM 4 (1, mystic)	1082							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 1	54	Pair 2 POS.EL.P.MM 4 (1, victory)	1087							Mismatch	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 1	59	Target POS.EL.S.M 6 (1, cake)	1267							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 1	59	Pair 1 POS.EL.S.M 5 (1, kiss)	1273							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 1	59	Pair 2 POS.EL.S.M 5 (1, treat)	1278	Match	z					Match	C	26518							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 4	57	Target POS.EL.P.MM 5 (4, circus)	1079							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 4	57	Pair 1 POS.EL.P.MM 4 (4, swamp)	1085							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 4	57	Pair 2 POS.EL.P.MM 4 (4, triumph)	1090	Mismatch	/					Mismatch	C	5328							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 3	66	Target POS.EL.S.MM 35 (3, kiss)	1460							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 3	66	Pair 1 POS.EL.S.MM 6 (3, bride)	1466							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 3	66	Pair 2 POS.EL.S.MM 6 (3, devil)	1471	Mismatch	/					Mismatch	C	26286							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 5	53	Target POS.EL.P.M 3 (5, gift)	1051							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 5	53	Pair 1 POS.EL.P.M 2 (5, hotel)	1057							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 5	53	Pair 2 POS.EL.P.M 2 (5, vampire)	1062	Mismatch	/					Match	E	5407							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 4	62	Target POS.EL.S.M 6 (4, luxury)	1270							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 4	62	Pair 1 POS.EL.S.M 5 (4, diamond)	1276							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 4	62	Pair 2 POS.EL.S.M 5 (4, puppy)	1281							Match	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 5	58	Target POS.EL.P.MM 5 (5, baby)	1080							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 5	58	Pair 1 POS.EL.P.MM 4 (5, jewel)	1086							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Mismatch, 5	58	Pair 2 POS.EL.P.MM 4 (5, death)	1091	Mismatch	/					Mismatch	C	5660							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 5	68	Target POS.EL.S.MM 35 (5, diamond)	1462							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 5	68	Pair 1 POS.EL.S.MM 6 (5, volcano)	1468							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Mismatch, 5	68	Pair 2 POS.EL.S.MM 6 (5, wealthy)	1473	Mismatch	/					Mismatch	C	26702							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 4	52	Target POS.EL.P.M 3 (4, triumph)	1050							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 4	52	Pair 1 POS.EL.P.M 2 (4, injury)	1056							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
