pa0329
Ryan Hildebrandt Thesis Study
03/29/2019	01:50:55 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Prime Match, 4	52	Pair 2 POS.EL.P.M 2 (4, robber)	1061	Match	z					Match	C	5575							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 5	63	Target POS.EL.S.M 6 (5, snuggle)	1271							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 5	63	Pair 1 POS.EL.S.M 5 (5, burial)	1277							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Emotion Laden	8	Positive Emotion Laden Satiation Match, 5	63	Pair 2 POS.EL.S.M 5 (5, jail)	1282	Match	z					Match	C	26532							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Start Screen 4	9	Start Screen	8	Start Screen	153	Match	z					Match; Mismatch	C	6505														
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 5	83	Target POS.M.S.M 35 (5, pride)	1711							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Mixed	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 5	83	Pair 1 POS.M.S.M 6 (5, treat)	1717							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 5	83	Pair 2 POS.M.S.M 6 (5, puppy)	1722							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 3	81	Target POS.M.S.M 35 (3, lust)	1709							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Mixed	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 3	81	Pair 1 POS.M.S.M 6 (3, success)	1715							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 3	81	Pair 2 POS.M.S.M 6 (3, freedom)	1720							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 4	72	Target POS.M.P.M 4 (4, gift)	1490							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Mixed	Positive	Prime	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 4	72	Pair 1 POS.M.P.M 3 (4, honest)	1496							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 4	72	Pair 2 POS.M.P.M 3 (4, happy)	1501	Match	z					Match	C	5625							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 1	84	Target POS.M.S.MM 36 (1, hug)	1898							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Mixed	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 1	84	Pair 1 POS.M.S.MM 7 (1, beast)	1904							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 1	84	Pair 2 POS.M.S.MM 7 (1, cheer)	1909							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 5	73	Target POS.M.P.M 4 (5, fun)	1491							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Mixed	Positive	Prime	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 5	73	Pair 1 POS.M.P.M 3 (5, gift)	1497							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 5	73	Pair 2 POS.M.P.M 3 (5, reward)	1502	Match	z					Match	C	5389							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 1	74	Target POS.M.P.MM 6 (1, jewel)	1516							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Mixed	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 1	74	Pair 1 POS.M.P.MM 5 (1, delight)	1522							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 1	74	Pair 2 POS.M.P.MM 5 (1, tank)	1527	Mismatch	/					Mismatch	C	5660							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 4	87	Target POS.M.S.MM 36 (4, hopeful)	1901							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Mixed	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 4	87	Pair 1 POS.M.S.MM 7 (4, comfort)	1907							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 4	87	Pair 2 POS.M.S.MM 7 (4, treat)	1912	Match	z					Mismatch	E	26792							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 5	78	Target POS.M.P.MM 6 (5, treat)	1520							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Mixed	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 5	78	Pair 1 POS.M.P.MM 5 (5, tank)	1526							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 5	78	Pair 2 POS.M.P.MM 5 (5, fun)	1531	Mismatch	/					Mismatch	C	5312							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 3	71	Target POS.M.P.M 4 (3, luxury)	1489							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Mixed	Positive	Prime	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 3	71	Pair 1 POS.M.P.M 3 (3, aroused)	1495							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 3	71	Pair 2 POS.M.P.M 3 (3, lust)	1500	Match	z					Match	C	5722							Primed	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 5	88	Target POS.M.S.MM 36 (5, cute)	1902							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Mixed	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 5	88	Pair 1 POS.M.S.MM 7 (5, storm)	1908							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 5	88	Pair 2 POS.M.S.MM 7 (5, devoted)	1913	Mismatch	/					Mismatch	C	26314							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 4	82	Target POS.M.S.M 35 (4, desire)	1710							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Mixed	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 4	82	Pair 1 POS.M.S.M 6 (4, cute)	1716							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 4	82	Pair 2 POS.M.S.M 6 (4, cake)	1721	Match	z					Match	C	26689							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 3	76	Target POS.M.P.MM 6 (3, happy)	1518							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Mixed	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 3	76	Pair 1 POS.M.P.MM 5 (3, volcano)	1524							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 3	76	Pair 2 POS.M.P.MM 5 (3, bride)	1529	Mismatch	/					Mismatch	C	5286							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 2	85	Target POS.M.S.MM 36 (2, honest)	1899							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Mixed	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 2	85	Pair 1 POS.M.S.MM 7 (2, wealthy)	1905							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 2	85	Pair 2 POS.M.S.MM 7 (2, highway)	1910	Mismatch	/					Mismatch	C	26492							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 2	75	Target POS.M.P.MM 6 (2, snuggle)	1517							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Mixed	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 2	75	Pair 1 POS.M.P.MM 5 (2, joy)	1523							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 2	75	Pair 2 POS.M.P.MM 5 (2, ecstasy)	1528	Match	z					Mismatch	E	5312							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 2	70	Target POS.M.P.M 4 (2, circus)	1488							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Mixed	Positive	Prime	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 2	70	Pair 1 POS.M.P.M 3 (2, freedom)	1494							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 2	70	Pair 2 POS.M.P.M 3 (2, success)	1499							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 1	69	Target POS.M.P.M 4 (1, devoted)	1487							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Mixed	Positive	Prime	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 1	69	Pair 1 POS.M.P.M 3 (1, bride)	1493							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Match, 1	69	Pair 2 POS.M.P.M 3 (1, diamond)	1498							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 2	80	Target POS.M.S.M 35 (2, cheer)	1708							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Mixed	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 2	80	Pair 1 POS.M.S.M 6 (2, triumph)	1714							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 2	80	Pair 2 POS.M.S.M 6 (2, luxury)	1719	Match	z					Match	C	26159							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 4	77	Target POS.M.P.MM 6 (4, freedom)	1519							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Mixed	Positive	Prime	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 4	77	Pair 1 POS.M.P.MM 5 (4, circus)	1525							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Prime Mismatch, 4	77	Pair 2 POS.M.P.MM 5 (4, truck)	1530	Match	z					Mismatch	E	5713							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Prime (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 1	79	Target POS.M.S.M 35 (1, joy)	1707							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Mixed	Positive	Satiation	Match
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 1	79	Pair 1 POS.M.S.M 6 (1, snuggle)	1713							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Match, 1	79	Pair 2 POS.M.S.M 6 (1, jewel)	1718	Match	z					Match	C	26637							Satiated	Match	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Match (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 3	86	Target POS.M.S.MM 36 (3, aroused)	1900							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Mixed	Positive	Satiation	Mismatch
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 3	86	Pair 1 POS.M.S.MM 7 (3, jewel)	1906							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PA	pa0329	pa0329	Positive Mixed	10	Positive Mixed Satiation Mismatch, 3	86	Pair 2 POS.M.S.MM 7 (3, gift)	1911							Mismatch	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
