na1028
Ryan Hildebrandt Thesis Study Final
10/29/2019	10:27:54 AM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
NA	na1028	na1028	Practice	2	PRACTICE S, 2	6	Target PRACTICE31 (2, shirt)	144	289564							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 2	6	Pair 1 PRACTICE 1 (2, golfer)	148	290641							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 2	6	Pair 2 PRACTICE 1 (2, moose)	151	292952	Mismatch	/					Match	E	2305							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 3	7	Target PRACTICE31 (3, drag)	145	316793							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 3	7	Pair 1 PRACTICE 1 (3, attack)	149	317872							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 3	7	Pair 2 PRACTICE 1 (3, butter)	152	319672	Mismatch	/					Mismatch	C	1796							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 1	5	Target PRACTICE31 (1, bulbs)	143	343523							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 1	5	Pair 1 PRACTICE 1 (1, cake)	147	344601							(any response)	NR	0							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE S, 1	5	Pair 2 PRACTICE 1 (1, overjoyed)	150	345864	Match	z					Match	C	1262							Satiated							
NA	na1028	na1028	Practice	2	PRACTICE P, 3	4	Target PRACTICE 2 (3, stork)	18	348962							(any response)	NR	0							Primed							
NA	na1028	na1028	Practice	2	PRACTICE P, 3	4	Pair 1 PRACTICE (3, drive)	22	350041							(any response)	NR	0							Primed							
